document	label
홍수나 바닷물이 집안으로 밀려 들어오는	1
개간지 중앙을 맑은 물이 흐르는 것을 본	1
흙을 빚어 여러 가지 모양 만드는	1
옷감을 필로 들여 오거나 많이 쌓아 놓은 것을 구경하는	1
자신이 물 속을 헤엄쳐 다니는	1
문학작품의 광고를 내려는 사람이 군대가 행진하는 것을 구경하는	1
짐승을 끌고 가는	1
대통령이나 정부고관이 죽어 국장행렬을 구경한	1
열쇠를 발견하는	1
방안에 물이 가득 고여 그 안에서 목욕하거나 헤엄치는	1
금불상을 얻는	1
물이 아닌 기름이 산에서 냇물이 되어 흐르는 것을 본	1
상대방으로 하여금 책에 쓰여진 문구를 읽게 한	1
금잔디로 잘 다듬어진 무덤을 구경하는	1
총성이나 짐승, 사람의 소리가 멀리서 들려온	0
메밀꽃이 들판에 활짝 핀	1
달걀을 숲 속에서 발견한	1
자기의 소변이 큰 강을 이루는	1
신령적인 존재가 약을 주거나 치료법을 알려준	1
등산장비를 짊어지고 산을 정복한	1
어떤 물건을 두 팔로 꼭 안는	1
봉황새를 보거나 소유한	1
공작새가 자신에게 공명의 빛을 비추는	1
품에 달을 꼭 안은	1
오색 찬란한 의상을 걸치고 예수가 출현하는 것을 우러러 보는	1
선명하고 큰 거울과 관련된	0
집안에 심은 과일나무에 과일이 주렁주렁 열리는	1
거울 같이 수면이 잔잔한 곳에서 수영하는	1
진수성찬으로 차려진 음식상을 대한	1
기분이 좋아서 자가용을 운전하는	1
유난히 많은 별이 밤하늘에 네온사인처럼 빛나는	1
볏단을 쌓거나 옮기는	1
흙을 파서 집으로 가져오는	1
날아서 산 정상에 오른	1
함포를 쏘아 적함을 침몰 시킨	1
태풍이 불어 바닷물이 뒤집히거나, 육지의 온갖 식물이 꺾어지는 등 아수라장이 되는	0
조명기구, 네온사인 등이 오색찬란한 빛을 발하고 있는 것을 보는	1
풀 뿌리나 나뭇가지 등을 움켜잡으며 힘겹게 산을 오른	1
불상이나 성모상 등 신령적인 물체에서 빛이 발산되는	1
자신이 소를 이끌고 산에 오른	1
볏단을 우마차로 실어 놓거나 몰래 갖다 놓는	1
열쇠다발과 관련되는	1
번개가 온 누리를 밝게 했던	1
어떤 남자와 우물에서 두레박질을 교대로 한 처녀의	1
부처나 예수 등 신적 존재와 성교하는	1
벼락이 떨어졌는데 그 벼락이 땅 위에서 굴러 다니는 것을 구경하는	1
용이 승천한 뒤 용이 있던 자리에 교회가 생기는	1
공작새를 소유한	1
자신이 물고기가 되어 바닷물에서 마음대로 헤엄치는	1
차에 송장을 싣고 달린	1
신도에게 설교하거나 성경을 읽어주는	1
여러 마리의 돼지새끼를 낳아 그 돼지가 자라서 우리 안에 가득 찬	1
어른인 자신이속에서 학생이 되어 어른과 관계하는	1
투명한 물건이 빛을 받아 광선이 반사된	1
치마로 싼 구렁이를 때려 잡은	0
물에서 나온 물개를 도구로 쳐서 죽인	1
자기 나라의 선수가 국제경기에서 승리한	1
붉게 익은 사과 여러 개를 따오는	1
떨어진 밤알을 여러 개 먹거나 주머니에 넣는	0
대통령이 수행원과 함께 자기 집을 방문하는	1
초가집이 불타는 것을 멀리서 발견한	1
곡식 등을 높이 쌓아올리는	1
세계 여러 나라의 각료들이 모인 만찬회석상에 자신이 참석하여 함께 식사하는	1
공공단체에서 어떤 통지서가 온	1
망령이 손을 잡고 숲 속으로 끌어 들이는	1
어느 산에서 예수가 자신에게 영세물을 입에 넣어 주는	1
진열장에 진열된 어떤 물건에 큰 관심을 가진	1
집에 초상이 나서 울음소리가 천지를 진동하는 가운데 상여를 들여 오는	1
그림과 글자가 비단보에 수 놓인	0
맑은 물에서 빨래를 하는	1
방안에 촛불이 환히 밝혀 있는	1
항해 도중 배가 파손되어 헤엄 치다가 구조된	1
아픈 사람이 깊은 산 속으로 소를 끌고 들어간	0
양복감이나 비단 옷감을 사는	1
짐승을 돌로 쳐서 죽이는	1
돼지를 차에 가득하게 실어다 우리에 넣은	1
양을 한꺼번에 몰아다 집에다 매놓은	1
스승, 대통령, 신령적인 존재가 화려한 옷을 입은 것을 구경한	1
우물물이 흐려서 처음엔 못 마시다가 나중에 맑아져서 마시는	1
소유물이나 보이는 것이 싱싱한	1
어떤 사람이 청과물을 손수레에 가득 실어다 놓은	1
비석에 새겨져 있는 비문을 자세히 들여 다 보고 읽은	1
생활 필수품을 높이 쌓아 올리는	1
남의 밭에 붙은 불이 자기 집에 옮겨 붙어 활활 탄	1
유가증권이란 생각이 들었던 음식물과 관계된	0
세계적으로 유명한 산상에서 행동을 한	1
샘물이 땅에서 솟아 나와 그것이 흘러 냇물이 된	1
모래무더기나 모래 언덕을 쌓아 올린	1
산에 숲이 우거져 보이는	1
잘 익은 복숭아를 얻는	1
지팡이나 주먹으로 바위를 쳐서 물을 얻어 마시는	1
수염이 길고 백발이 성성한 노인을 만나는	1
국수 급에 속하는 윗사람과 바둑을 두어 이긴	1
학자가 호주머니에 금화를 가득 주워 담는	1
찬란한 빛이 식물에서 피어 오르는	1
신령적인 존재의 손가락 피를 마시는	1
흙을 파서 금은보화나 고고학적 유물을 얻는	1
